timestamps,open,high,close,low,volume,amount
1994-02-09,11448.0000,11599.2000,11504.0000,11448.0000,64717560,744510810240.00
1994-02-14,11346.9000,11346.9000,10988.8000,10898.5000,137509340,1511062635392.00
1994-02-15,10934.8000,11012.3000,11012.3000,10790.4000,95975448,1056910426010.40
1994-02-16,11051.0000,11119.5000,10634.1000,10634.1000,98756320,1050184582512.00
1994-02-17,10716.0000,10819.3000,10786.6000,10477.4000,96610032,1042093771171.20
1994-02-18,10877.8000,10905.6000,10825.9000,10729.3000,87146312,943437259080.80
1994-02-21,10761.7000,10761.7000,10456.5000,10439.3000,73857936,772295507784.00
1994-02-22,10424.8000,10678.6000,10674.0000,10299.0000,92653064,988978805136.00
1994-02-23,10653.3000,10815.2000,10763.2000,10634.4000,84555776,910090728243.20
1994-02-24,10737.9000,10737.9000,10432.0000,10403.2000,73830216,770196813312.00
1994-02-25,10244.2000,10244.2000,10100.3000,9892.1000,136808970,1381811639691.00
1994-02-28,10114.6000,10462.6000,10410.2000,10114.6000,89466992,931369280118.40
1994-03-01,10387.6000,10387.6000,10148.4000,10079.7000,104466712,1060169980060.80
1994-03-02,9990.8000,10035.6000,9877.4000,9819.8000,105457472,1041645633932.80
1994-03-03,9774.4000,9953.2000,9802.0000,9682.3000,95282000,933954164000.00
1994-03-04,9810.0000,9921.7000,9918.2000,9810.0000,84242440,835533368408.00
1994-03-07,9935.4000,10188.1000,10061.6000,9935.4000,75515848,759810256236.80
1994-03-08,10219.2000,10339.4000,10294.6000,10219.2000,78735416,810549613553.60
1994-03-09,10288.7000,10288.7000,10224.4000,10137.5000,71316568,729169117859.20
1994-03-10,10193.0000,10216.6000,10129.1000,10091.4000,71980352,729096183443.20
1994-03-11,10106.9000,10106.9000,9905.7000,9836.8000,73283528,725924643309.60
1994-03-14,9844.3000,9980.1000,9980.1000,9634.5000,70550696,704103001149.60
1994-03-15,10062.8000,10101.1000,9863.6000,9850.1000,63210432,623482417075.20
1994-03-16,9866.5000,9965.4000,9720.6000,9718.7000,57996484,563760622370.40
1994-03-17,9720.0000,9788.8000,9513.1000,9432.8000,82102216,781046591029.60
1994-03-18,9535.5000,9535.5000,9132.3000,8996.0000,104101288,950684192402.40
1994-03-21,9105.5000,9132.4000,8667.0000,8658.0000,127619136,1106075051712.00
1994-03-22,8723.1000,9150.5000,9012.2000,8534.0000,131884840,1188572555048.00
1994-03-23,9078.1000,9470.4000,9465.5000,9002.9000,153144250,1449586898375.00
1994-03-24,9423.6000,9572.8000,9320.8000,9211.8000,139769770,1302766072216.00
1994-03-25,9287.3000,9411.4000,9234.2000,9196.3000,98126152,906116512798.40
1994-03-28,9299.5000,9362.8000,9197.0000,9173.8000,74173640,682174967080.00
1994-03-29,9236.6000,9484.8000,9480.1000,9236.6000,73317208,695054463560.80
1994-03-30,9419.7000,9428.7000,9232.2000,9178.0000,75743552,699279620774.40
1994-03-31,9161.1000,9161.1000,9029.9000,8889.0000,77304272,698049845732.80
1994-04-06,9098.6000,9375.6000,9234.3000,9098.6000,85762224,791954105083.20
1994-04-07,9231.1000,9310.0000,9285.9000,9165.0000,55877716,518874883004.40
1994-04-08,9298.0000,9331.0000,9298.2000,9242.3000,41479396,385683719887.20
1994-04-11,9284.9000,9485.5000,9476.8000,9266.4000,52089392,493640750105.60
1994-04-12,9522.9000,9802.5000,9738.1000,9522.9000,108952080,1060986250248.00
1994-04-13,9769.9000,9905.8000,9753.8000,9702.9000,98686256,962566003772.80
1994-04-14,9733.2000,9754.0000,9600.6000,9597.0000,55209740,530046629844.00
1994-04-15,9600.3000,9672.5000,9536.1000,9518.8000,55182924,526229881556.40
1994-04-18,9526.0000,9568.3000,9506.8000,9415.5000,46671880,443700228784.00
1994-04-19,9379.6000,9379.6000,9303.9000,9203.1000,83393560,775885342884.00
1994-04-20,9306.1000,9325.3000,9221.0000,9221.0000,62860940,579640727740.00
1994-04-21,9152.9000,9152.9000,8934.6000,8860.5000,107362864,959244244694.40
1994-04-22,9023.0000,9236.5000,9156.9000,9023.0000,111588832,1021807775740.80
1994-04-25,9152.8000,9198.5000,9136.1000,9068.3000,55340044,505592175988.40
1994-04-26,9198.9000,9337.3000,9328.6000,9171.9000,87230344,813736987038.40
1994-04-27,9324.2000,9324.2000,9113.3000,9107.3000,62897548,573204224188.40
1994-04-28,9111.9000,9173.5000,9163.1000,9013.8000,55313384,506842068930.40
1994-04-29,9133.2000,9133.2000,8966.1000,8943.3000,58327840,522973246224.00
